TRANSPORT,5,길 묻기 표현 (여기서 멀어요?/지도 보기),7,20
TRANSPORT,6,지도 앱 읽기 (네이버지도/최단경로/도보),7,20
TRANSPORT,7,기차 여행 예매 (KTX/SRT/역방향/매진),7,20
TRANSPORT,8,공유 이동수단 (따릉이/킥보드/반납구역),7,20

PLACES,1,편의점 완전 정복 (1+1/행사/택배/ATM),7,20
PLACES,2,한강 공원 피크닉 (라면기계/배달존/돗자리),7,20
PLACES,3,코인 노래방 (천원에 3곡/예약/리모컨),7,20
PLACES,4,PC방 문화 체험 (선불기/먹거리 주문/회원),7,20
PLACES,5,찜질방과 사우나 (양머리/식혜/때밀이),7,20
PLACES,6,고궁과 핫플 투어 (한복무료/야간개장/오픈런),7,20
PLACES,7,한국의 밤문화 (포차/홍대/신분증검사),7,20

SHOPPING,1,아이쇼핑 (점원 응대/그냥 구경/거절),7,20
SHOPPING,2,사이즈와 피팅 (피팅룸/페이스커버/새상품),7,20
SHOPPING,3,화장품 쇼핑 (테스터/피부타입/마스크팩),7,20
SHOPPING,4,전통시장 체험 (깎아주세요/덤/현금결제),7,20
SHOPPING,5,대형 마트 정복 (카트/시식코너/마감세일),7,20
SHOPPING,6,교환과 환불 (영수증/단순변심/불량),7,20
SHOPPING,7,텍스 리펀 (여권/사후면세/공항환급),7,20

TIME,1,요일과 날짜 (월화수목금토일/불금/주말),7,20
TIME,2,하루의 흐름 (아침/점심/저녁/새벽/아점),7,20
TIME,3,약속 잡기 실전 (시간 돼요?/언제가 좋아요?),7,20
TIME,4,빨리빨리 문화 (서둘러요/잠시만요/급해요),7,20
TIME,5,소요 시간과 거리 (얼마나 걸려요?/금방 가요),7,20
TIME,6,약속 변경과 지각 (차가 막혀요/미뤄도 될까요?),7,20
TIME,7,빈도와 횟수 (맨날/가끔/오랜만에/이번 주),7,20

HEALTH,1,신체 부위 (머리/배/허리/목구멍),7,20
HEALTH,2,감기몸살 증상 (열나요/콧물/오한),7,20
HEALTH,3,소화와 위장 (체했어요/설사/토할 듯),7,20
HEALTH,4,통증의 느낌 (욱신욱신/따끔따끔/뻐근),7,20
HEALTH,5,약국 필수템 (종합감기약/파스/마데카솔),7,20
HEALTH,6,병원 진료 실전 (내과/정형외과/보험),7,20
HEALTH,7,약 복용법 (식후 30분/공복/졸림),7,20
HEALTH,8,숙취와 해장 (상쾌환/여명/해장국),7,20

RELATIONSHIPS,1,우리 가족 (엄마/아빠/막내/효도),7,20
RELATIONSHIPS,2,나이 서열 정리 (오빠/언니/형/누나),7,20
RELATIONSHIPS,3,존댓말과 반말 (말 놓으실래요?/야!),7,20
RELATIONSHIPS,4,호칭의 미학 (님/씨/선생님/이모님),7,20
RELATIONSHIPS,5,학교 선후배 (선배님/후배/동기/CC),7,20
RELATIONSHIPS,6,직장 호칭 1 (사장님/팀장님/승진),7,20
RELATIONSHIPS,7,직장 생활 (수고하셨습니다/회식/연차),7,20
RELATIONSHIPS,8,반려동물 가족 (댕댕이/집사/산책),7,20

EMOTIONS,1,찐 행복과 텐션 (대박/꿀잼/신나/뿌듯해),7,20
EMOTIONS,2,분노와 짜증 (킹받네/열받아/답답해),7,20
EMOTIONS,3,우울과 무기력 (현타/멘붕/귀찮아),7,20
EMOTIONS,4,놀람과 설렘 (심쿵/소름/깜짝이야),7,20
EMOTIONS,5,걱정과 안도 (조마조마/다행이다/긴장),7,20
EMOTIONS,6,스트레스와 힐링 (불멍/소확행/호캉스),7,20
EMOTIONS,7,리액션과 맞장구 (아이고/헐/진짜요?),7,20

SLANG,1,리액션 대장 (대박/헐/미쳤다/레알),7,20
SLANG,2,자음 퀴즈 1 (ㅋㅋㅋ/ㅠㅠ/ㄷㄷ/천사표),7,20
SLANG,3,자음 퀴즈 2 (ㅇㅋ/ㄱㄱ/ㄴㄴ/생존신고),7,20
SLANG,4,사람 유형 (인싸/아싸/꼰대/금손),7,20
SLANG,5,긍정 슬랭 (꿀잼/존맛탱/갓생/득템),7,20
SLANG,6,부정 슬랭 (노잼/킹받네/손절/뇌절),7,20
SLANG,7,줄임말 천국 (아아/얼죽아/혼밥/치맥),7,20
SLANG,8,상황별 밈 (갑분싸/내로남불/라떼는),7,20
