GREETINGS,4,수고하셨습니다,Thank you for your work,sugohasyeotseumnida
GREETINGS,4,천만에요,You're welcome,cheonmaneyo
GREETINGS,4,실례합니다,Excuse me (polite),sillyehamnida
GREETINGS,4,실례했습니다,I'm sorry for interrupting,sillyehaetseumnida
GREETINGS,4,축하해요,Congratulations,chukahaeyo
GREETINGS,4,축하합니다,Congratulations (formal),chukahamnida
GREETINGS,4,환영합니다,Welcome (formal),hwanyeonghamnida
GREETINGS,4,감사드립니다,Thank you (humble),gamsadeurimnida
GREETINGS,4,죄송합니다만,I'm sorry but,joesonghamnidaman
GREETINGS,4,괜찮으시면,If it's okay with you,gwaenchanheusimyeon
GREETINGS,4,도와주세요,Please help me,dowajuseyo
GREETINGS,4,여쭤봐도 될까요?,May I ask?,yeojjwobwado doelkkayo
GREETINGS,4,말씀해 주세요,Please tell me,malseumhae juseyo
GREETINGS,4,기다려 주세요,Please wait,gidaryeo juseyo
GREETINGS,4,천천히 말씀해 주세요,Please speak slowly,cheoncheonhi malseumhae juseyo
GREETINGS,4,다시 한번 말씀해 주세요,Please say it again,dasi hanbeon malseumhae juseyo

GREETINGS,5,잘 먹겠습니다,I'll eat well (before meal),jal meokgetseumnida
GREETINGS,5,잘 먹었습니다,I ate well (after meal),jal meogeotseumnida
GREETINGS,5,다녀오겠습니다,I'm leaving (going out),danyeo ogetseumnida
GREETINGS,5,다녀왔습니다,I'm back (coming home),danyeo watseumnida
GREETINGS,5,다녀오세요,Have a safe trip,danyeo oseyo
GREETINGS,5,처음 뵙겠습니다,How do you do?,cheoeum boepgetseumnida
GREETINGS,5,잘 부탁드립니다,Please take care of me,jal butakdeurimnida
GREETINGS,5,신경 쓰지 마세요,Don't worry about it,singyeong sseuji maseyo
GREETINGS,5,편하게 하세요,Make yourself comfortable,pyeonhage haseyo
GREETINGS,5,수고 많으셨습니다,You worked hard,sugo maneusyeotseumnida
GREETINGS,5,좋은 하루 되세요,Have a good day,joeun haru doeseyo
GREETINGS,5,좋은 주말 되세요,Have a good weekend,joeun jumal doeseyo
GREETINGS,5,건강하세요,Stay healthy,geonganghaseyo
GREETINGS,5,몸조심하세요,Take care of yourself,momjosimhaseyo
GREETINGS,5,밥 먹었어요?,Have you eaten?,bap meogeosseoyo
GREETINGS,5,어디 갔다 와요?,Where have you been?,eodi gatda wayo
GREETINGS,5,뭐 먹었어요?,What did you eat?,mwo meogeosseoyo
GREETINGS,5,잘 됐네요,That's great,jal dwaenneyo
GREETINGS,5,힘내세요,Cheer up,himnaeseyo
GREETINGS,5,파이팅,Fighting (encouragement),paiting

GREETINGS,6,오래 기다리셨습니다,Thank you for waiting,orae gidarisyeotseumnida
GREETINGS,6,신세 많이 졌습니다,I'm very grateful for your help,sinse mani jyeotseumnida
GREETINGS,6,폐를 끼쳐 드려서 죄송합니다,Sorry for the trouble,pyereul kkichyeo deuryeoseo joesonghamnida
GREETINGS,6,덕분에 잘 지냈습니다,Thanks to you I've been well,deokbune jal jinaetseumnida
GREETINGS,6,배려해 주셔서 감사합니다,Thank you for your consideration,baeryeohae jusyeoseo gamsahamnida
GREETINGS,6,신경 써 주셔서 감사합니다,Thank you for caring,singyeong sseo jusyeoseo gamsahamnida
GREETINGS,6,도움 주셔서 감사합니다,Thank you for your help,doum jusyeoseo gamsahamnida
GREETINGS,6,말씀 감사합니다,Thank you for your words,malseum gamsahamnida
GREETINGS,6,안부 전해 주세요,Please give my regards,anbu jeonhae juseyo
GREETINGS,6,건승하시기 바랍니다,I wish you success,geonseunghashigi baramnida
GREETINGS,6,앞으로 잘 부탁드립니다,I look forward to working with you,apeuro jal butakdeurimnida
GREETINGS,6,좋은 시간 되셨기를 바랍니다,I hope you had a good time,joeun sigan doesyeotgireul baramnida
GREETINGS,6,무슨 일 있으면 연락주세요,Contact me if anything happens,museun il isseumyeon yeollakjuseyo
GREETINGS,6,뭐 필요한 거 있으면 말씀하세요,Let me know if you need anything,mwo piryohan geo isseumyeon malseumhaseyo
GREETINGS,6,편한 시간에 연락 주세요,Contact me at your convenience,pyeonhan sigane yeollak juseyo
GREETINGS,6,나중에 다시 연락드리겠습니다,I'll contact you again later,najunge dashi yeollakdeurigetseumnida
GREETINGS,6,시간 내주셔서 감사합니다,Thank you for your time,sigan naejusyeoseo gamsahamnida
GREETINGS,6,바쁘신데 죄송합니다,Sorry for bothering you when you're busy,bappeusinde joesonghamnida
GREETINGS,6,기회가 되면 또 뵙겠습니다,I hope to see you again,gihoega doemyeon tto boepgetseumnida
GREETINGS,6,좋은 인연이 되었으면 좋겠습니다,I hope we have a good relationship,joeun inyeoni doeeosseumyeon joketseumnida

NUMBERS,1,하나,One (Native),hana
NUMBERS,1,둘,Two (Native),dul
NUMBERS,1,셋,Three (Native),set
NUMBERS,1,넷,Four (Native),net
NUMBERS,1,다섯,Five (Native),daseot
NUMBERS,1,여섯,Six (Native),yeoseot
NUMBERS,1,일곱,Seven (Native),ilgop
NUMBERS,1,여덟,Eight (Native),yeodeol
NUMBERS,1,아홉,Nine (Native),ahop
NUMBERS,1,열,Ten (Native),yeol
NUMBERS,1,스물,Twenty (Native),seumul
NUMBERS,1,서른,Thirty (Native),seoreun
NUMBERS,1,마흔,Forty (Native),maheun
NUMBERS,1,쉰,Fifty (Native),swin
NUMBERS,1,예순,Sixty (Native),yesun
NUMBERS,1,일흔,Seventy (Native),ilheun
NUMBERS,1,여든,Eighty (Native),yeodeun
NUMBERS,1,아흔,Ninety (Native),aheun
NUMBERS,1,몇 개?,How many?,myeot gae
NUMBERS,1,나이,Age,nai
NUMBERS,1,개수,Count / Number of items,gaesu
NUMBERS,1,하나만,Just one,hanaman

NUMBERS,2,영,Zero,yeong
NUMBERS,2,공,Zero (phone number),gong
NUMBERS,2,일,One (Sino),il
NUMBERS,2,이,Two (Sino),i
NUMBERS,2,삼,Three (Sino),sam
NUMBERS,2,사,Four (Sino),sa
NUMBERS,2,오,Five (Sino),o
NUMBERS,2,육,Six (Sino),yuk
NUMBERS,2,칠,Seven (Sino),chil
NUMBERS,2,팔,Eight (Sino),pal
NUMBERS,2,구,Nine (Sino),gu
NUMBERS,2,십,Ten (Sino),sip
NUMBERS,2,백,Hundred,baek
NUMBERS,2,천,Thousand,cheon
NUMBERS,2,만,Ten thousand,man
NUMBERS,2,억,One hundred million,eok
NUMBERS,2,번호,Number (ID/Phone),beonho
NUMBERS,2,전화번호,Phone number,jeonhwabeonho
NUMBERS,2,날짜,Date,naljja
NUMBERS,2,층,Floor,cheung
NUMBERS,2,일 층,1st Floor,il cheung
NUMBERS,2,몇 번?,What number?,myeot beon

NUMBERS,3,시간,Time,sigan
NUMBERS,3,시,Hour (o'clock),si
NUMBERS,3,분,Minute,bun
NUMBERS,3,초,Second,cho
NUMBERS,3,반,Half (30 min),ban
NUMBERS,3,몇 시예요?,What time is it?,myeot siyeyo
NUMBERS,3,지금,Now,jigeum
NUMBERS,3,오늘,Today,oneul
NUMBERS,3,내일,Tomorrow,naeil
NUMBERS,3,어제,Yesterday,eoje
NUMBERS,3,오전,AM (Morning),ojeon
NUMBERS,3,오후,PM (Afternoon),ohu
NUMBERS,3,새벽,Dawn / Early morning,saebyeok
NUMBERS,3,밤,Night,bam
NUMBERS,3,낮,Daytime,nat
NUMBERS,3,월요일,Monday,woryoil
NUMBERS,3,화요일,Tuesday,hwayoil
NUMBERS,3,수요일,Wednesday,suyoil
NUMBERS,3,목요일,Thursday,mogyoil
NUMBERS,3,금요일,Friday,geumyoil
NUMBERS,3,토요일,Saturday,toyoil
NUMBERS,3,일요일,Sunday,iryoil
NUMBERS,3,주말,Weekend,jumal
NUMBERS,3,평일,Weekday,pyeongil

NUMBERS,4,개,items (general counter),gae
NUMBERS,4,명,people (counter),myeong
NUMBERS,4,분,people (polite counter),bun
NUMBERS,4,마리,animals (counter),mari
NUMBERS,4,병,bottles (counter),byeong
NUMBERS,4,잔,cups/glasses (counter),jan
NUMBERS,4,대,machines/cars (counter),dae
NUMBERS,4,장,paper/tickets (counter),jang
NUMBERS,4,권,books (counter),gwon
NUMBERS,4,살,years old (age),sal
NUMBERS,4,송이,flowers/bunches (counter),songi
NUMBERS,4,그릇,bowls (counter),geureut
NUMBERS,4,켤레,pairs of shoes/socks,kyeolle
NUMBERS,4,벌,clothes (counter),beol
NUMBERS,4,한 개,One item,han gae
NUMBERS,4,두 명,Two people,du myeong
NUMBERS,4,세 병,Three bottles,se byeong
NUMBERS,4,네 잔,Four cups,ne jan
NUMBERS,4,몇 분이세요?,How many people? (polite),myeot buniseyo

NUMBERS,5,돈,Money,don
NUMBERS,5,현금,Cash,hyeongeum
NUMBERS,5,카드,Card,kadeu
NUMBERS,5,가격,Price,gagyeok
NUMBERS,5,얼마예요?,How much is it?,eolmayeyo
NUMBERS,5,원,Won (Korean Currency),won
NUMBERS,5,천 원,1000 Won,cheon won
NUMBERS,5,만 원,10000 Won,man won
NUMBERS,5,오만 원,50000 Won,oman won
NUMBERS,5,비싸요,Expensive,bissayo
NUMBERS,5,싸요,Cheap,ssayo
NUMBERS,5,거스름돈,Change (money back),geoseureumdon
NUMBERS,5,영수증,Receipt,yeongsujeung
NUMBERS,5,할인,Discount,harin
NUMBERS,5,세일,Sale,seil
NUMBERS,5,총액,Total amount,chongaek
NUMBERS,5,동전,Coin,dongjeon
NUMBERS,5,지폐,Bill / Banknote,jipye
NUMBERS,5,무료,Free,muryo
NUMBERS,5,공짜,Free (casual),gongjja

NUMBERS,6,계산서,Bill / Check,gyesanseo
NUMBERS,6,계산할게요,I will pay,gyesanhalgeyo
NUMBERS,6,따로 계산,Pay separately,ttaro gyesan
NUMBERS,6,같이 계산,Pay together,gachi gyesan
NUMBERS,6,더치페이,Going Dutch / Split bill,deochipei
NUMBERS,6,엔빵,Splitting the bill (Slang),n-bbang
NUMBERS,6,일시불,Lump sum payment,ilsibul
NUMBERS,6,할부,Installment payment,halbu
NUMBERS,6,서명,Signature,seomyeong
NUMBERS,6,서비스,Free service / On the house,seobiseu
NUMBERS,6,부가세,VAT (Tax),bugase
NUMBERS,6,계좌이체,Bank transfer,gyejwaiche
NUMBERS,6,봉투값,Bag charge,bongtugap
NUMBERS,6,품절,Sold out,pumjeol
NUMBERS,6,환불,Refund,hwanbul
NUMBERS,6,교환,Exchange,gyohwan
NUMBERS,6,깎아주세요,Please give a discount,kkakkajuseyo
NUMBERS,6,영수증 버려주세요,Please throw away the receipt,yeongsujeung beoryeojuseyo

SURVIVAL,1,도와주세요,Help me,dowajuseyo
SURVIVAL,1,사람 살려,Help! (Emergency),saram sallyeo
SURVIVAL,1,경찰,Police,gyeongchal
SURVIVAL,1,119 (응급),Emergency (119),il-il-gu
SURVIVAL,1,신고해주세요,Please report it,singohaejuseyo
SURVIVAL,1,멈추세요,Stop please,meomchuseyo
SURVIVAL,1,위험해요,It's dangerous,wiheomhaeyo
SURVIVAL,1,싫어요,I don't like it / No,sireoyo
SURVIVAL,1,하지 마세요,Don't do it,haji maseyo
SURVIVAL,1,도둑,Thief,doduk
SURVIVAL,1,불이야,Fire!,buriya
SURVIVAL,1,살려주세요,Please save me,sallyeojuseyo
SURVIVAL,1,응급실,Emergency room,eunggeupsil
SURVIVAL,1,사고 났어요,There was an accident,sago nasseoyo
SURVIVAL,1,문제 있어요,There is a problem,munje isseoyo
SURVIVAL,1,빨리요,Quickly,ppalliyo
SURVIVAL,1,비상구,Emergency exit,bisanggu
SURVIVAL,2,화장실,Restroom,hwajangsil
SURVIVAL,2,화장실 어디예요?,Where is the restroom?,hwajangsil eodiyeyo
SURVIVAL,2,휴지,Tissue / Toilet paper,hyuji
SURVIVAL,2,휴지 주세요,Please give me tissue,hyuji juseyo
SURVIVAL,2,비밀번호,Password (Door code),bimilbeonho
SURVIVAL,2,비밀번호 뭐예요?,What is the password?,bimilbeonho mwoyeyo
SURVIVAL,2,잠겨 있어요,It's locked,jamgyeo isseoyo
SURVIVAL,2,열려 있어요,It's open,yeollyeo isseoyo
SURVIVAL,2,남자 화장실,Men's restroom,namja hwajangsil
SURVIVAL,2,여자 화장실,Women's restroom,yeoja hwajangsil
SURVIVAL,2,공용,Unisex / Shared,gongyong
SURVIVAL,2,손 씻는 곳,Sink / Hand washing area,son ssinneun got
SURVIVAL,2,급해요,It's urgent,geupaeyo
SURVIVAL,2,고장 났어요,It's out of order,gojang nasseoyo
SURVIVAL,2,물 내리세요,Flush the toilet,mul naeriseyo
SURVIVAL,2,물 안 내려가요,It won't flush,mul an naeryeogayo
SURVIVAL,2,거울,Mirror,geoul
SURVIVAL,3,와이파이,Wi-Fi,waipai
SURVIVAL,3,와이파이 돼요?,Do you have Wi-Fi?,waipai dwaeyo
SURVIVAL,3,인터넷,Internet,inteonet
SURVIVAL,3,데이터,Data,deiteo
SURVIVAL,3,연결이 안 돼요,Can't connect,yeongyeoli an dwaeyo
SURVIVAL,3,느려요,It's slow,neuryeoyo
SURVIVAL,3,비밀번호 알려주세요,Tell me the password,bimilbeonho allyeojuseyo
SURVIVAL,3,배터리,Battery,baeteori
SURVIVAL,3,충전기,Charger,chungjeongi
SURVIVAL,3,충전돼요?,Can I charge?,chungjeondwaeyo
SURVIVAL,3,콘센트,Power outlet,konsenteu
SURVIVAL,3,보조배터리,Power bank,bojobaeteori
SURVIVAL,3,유심,SIM card,yusim
SURVIVAL,3,로밍,Roaming,roming
SURVIVAL,3,큐알 코드,QR Code,kyual kodeu
SURVIVAL,3,앱,App,aep
SURVIVAL,3,로그인,Login,rogeuin
SURVIVAL,3,검색,Search,geomsaek
SURVIVAL,4,한국말 못해요,I can't speak Korean,hangungmal motaeyo
SURVIVAL,4,영어 할 수 있어요?,Can you speak English?,yeongeo hal su isseoyo
SURVIVAL,4,이해 못했어요,I didn't understand,ihae motaesseoyo
SURVIVAL,4,다시 말해주세요,Please say it again,dasi malhaejuseyo
SURVIVAL,4,천천히 말해주세요,Please speak slowly,cheoncheonhi malhaejuseyo
SURVIVAL,4,적어주세요,Please write it down,jeogeojuseyo
SURVIVAL,4,무슨 뜻이에요?,What does it mean?,museun tteusieyo
SURVIVAL,4,몰라요,I don't know,mollayo
SURVIVAL,4,번역기,Translator,beonyeokgi
SURVIVAL,4,파파고,Papago (Translation App),papago
SURVIVAL,4,외국인이에요,I am a foreigner,oeguginieyo
SURVIVAL,4,도와주실 수 있나요?,Can you help me?,dowajusil su innayo
SURVIVAL,4,이거 뭐예요?,What is this?,igeo mwoyeyo
SURVIVAL,4,읽을 수 없어요,I can't read,ilgeul su eopseoyo
SURVIVAL,4,발음,Pronunciation,bareum
SURVIVAL,4,소통,Communication,sotong
SURVIVAL,5,잠시만요,Just a moment / Excuse me,jamsimanyo
SURVIVAL,5,실례합니다,Excuse me (Polite),sillyehamnida
SURVIVAL,5,지나갈게요,Coming through,jinagalgeyo
SURVIVAL,5,비켜주세요,Please step aside,bikyeojuseyo
SURVIVAL,5,내릴게요,I'm getting off,naerilgeyo
SURVIVAL,5,먼저 가세요,Please go first,meonjeo gaseyo
SURVIVAL,5,여기 자리 있어요?,Is this seat taken?,yeogi jari isseoyo
SURVIVAL,5,앉으세요,Please sit,anjeuseyo
SURVIVAL,5,밀지 마세요,Don't push,milji maseyo
SURVIVAL,5,줄 서세요,Please stand in line,jul seoseyo
SURVIVAL,5,새치기 하지 마세요,Don't cut in line,saechigi haji maseyo
SURVIVAL,5,조용히 해주세요,Please be quiet,joyonghi haejuseyo
SURVIVAL,5,시끄러워요,It's noisy,sikkeureowoyo
SURVIVAL,5,매너,Manners,maeneo
SURVIVAL,5,신발 벗으세요,Take off your shoes,sinbal beoseuseyo
SURVIVAL,5,만지지 마세요,Don't touch,manjiji maseyo
SURVIVAL,5,사진 찍어주세요,Please take a photo,sajin jjigeojuseyo
SURVIVAL,6,쓰레기통,Trash can,sseuregitong
SURVIVAL,6,쓰레기,Trash,sseuregi
SURVIVAL,6,버려주세요,Please throw it away,beoryeojuseyo
SURVIVAL,6,이거 버려도 돼요?,Can I throw this away?,igeo beoryeodo dwaeyo
SURVIVAL,6,어디에 버려요?,Where do I throw it?,eodie beoryeoyo
SURVIVAL,6,분리수거,Recycling,bunlisugeo
SURVIVAL,6,플라스틱,Plastic,peullaseutik
SURVIVAL,6,캔,Can,kaen
SURVIVAL,6,병,Bottle,byeong
SURVIVAL,6,일반 쓰레기,General waste,ilban sseuregi
SURVIVAL,6,음식물,Food waste,eumsingmul
SURVIVAL,6,봉투,Bag,bongtu
SURVIVAL,6,더러워요,It's dirty,deoreowoyo
SURVIVAL,6,깨끗해요,It's clean,kkaekkeutaeyo
SURVIVAL,6,냄새나요,It smells bad,naemsaenayo
SURVIVAL,6,치워주세요,Please clean it up,chiwojuseyo
SURVIVAL,6,흘렸어요,I spilled it,heullyeosseoyo
SURVIVAL,7,있어요,There is / I have,isseoyo
SURVIVAL,7,없어요,There isn't / I don't have,eopseoyo
SURVIVAL,7,있어요?,Is there...? / Do you have...?,isseoyo
SURVIVAL,7,여기 있어요,Here it is,yeogi isseoyo
SURVIVAL,7,주세요,Please give me,juseyo
SURVIVAL,7,이거 주세요,Give me this one,igeo juseyo
SURVIVAL,7,저거 주세요,Give me that one,jeogeo juseyo
SURVIVAL,7,필요해요,I need it,piryohaeyo
SURVIVAL,7,필요 없어요,I don't need it,piryo eopseoyo
SURVIVAL,7,안 돼요,No / It doesn't work,an dwaeyo
SURVIVAL,7,돼요?,Is it okay? / Does it work?,dwaeyo
SURVIVAL,7,맞아요,That's right,majayo
SURVIVAL,7,아니에요,No / It isn't,anieyo
SURVIVAL,7,좋아요,Good / I like it,joayo
SURVIVAL,7,싫어요,I don't like it,sireoyo
SURVIVAL,7,진짜요?,Really?,jinjjayo
SURVIVAL,7,괜찮아요,It's okay,gwaenchanayo

FOOD,1,밥,Rice,bap
FOOD,1,쌀밥,White rice,ssalbap
FOOD,1,잡곡밥,Multigrain rice,japgokbap
FOOD,1,볶음밥,Fried rice,bokkeumbap
FOOD,1,비빔밥,Bibimbap,bibimbap
FOOD,1,반찬,Side dishes,banchan
FOOD,1,김치,Kimchi,gimchi
FOOD,1,깍두기,Radish Kimchi,kkakdugi
FOOD,1,나물,Seasoned vegetables,namul
FOOD,1,계란말이,Rolled omelet,gyeranmari
FOOD,1,김,Seaweed (Laver),gim
FOOD,1,두부,Tofu,dubu
FOOD,1,국,Soup,guk
FOOD,1,미역국,Seaweed soup,miyeokguk
FOOD,1,한식,Korean food,hansik
FOOD,1,백반,Home-style meal set,baekban
FOOD,1,숟가락,Spoon,sutgarak
FOOD,1,젓가락,Chopsticks,jeotgarak
FOOD,1,식사,Meal,siksa
FOOD,2,맛있어요,It's delicious,masisseoyo
FOOD,2,맛없어요,It tastes bad,madeopseoyo
FOOD,2,매워요,It's spicy,maewoyo
FOOD,2,달아요,It's sweet,darayo
FOOD,2,짜요,It's salty,jjayo
FOOD,2,싱거워요,It's bland,singgeowoyo
FOOD,2,셔요,It's sour,seoyo
FOOD,2,써요,It's bitter,sseoyo
FOOD,2,느끼해요,It's greasy,neukkihaeyo
FOOD,2,고소해요,It's nutty/savory,gosohaeyo
FOOD,2,시원해요,It's refreshing (Hot soup),siwonhaeyo
FOOD,2,뜨거워요,It's hot (temperature),tteugeowoyo
FOOD,2,차가워요,It's cold (temperature),chagawoyo
FOOD,2,바삭해요,It's crispy,basakaeyo
FOOD,2,쫄깃해요,It's chewy,jjolkitaeyo
FOOD,2,부드러워요,It's soft,budeureowoyo
FOOD,2,냄새가 좋아요,It smells good,naemsaega joayo
FOOD,2,배불러요,I'm full,baebulleoyo
FOOD,2,배고파요,I'm hungry,baegopayo
FOOD,2,입맛에 맞아요,It suits my taste,immane majayo
FOOD,3,떡볶이,Tteokbokki (Spicy Rice Cakes),tteokbokki
FOOD,3,순대,Sundae (Blood Sausage),sundae
FOOD,3,튀김,Deep-fried food,twigim
FOOD,3,어묵 (오뎅),Fish cake,eomuk
FOOD,3,김밥,Gimbap,gimbap
FOOD,3,참치김밥,Tuna Gimbap,chamchi gimbap
FOOD,3,삼각김밥,Triangle Gimbap,samgak gimbap
FOOD,3,라면,Ramyeon (Instant noodles),ramyeon
FOOD,3,붕어빵,Bungeoppang (Fish-shaped bun),bungeoppang
FOOD,3,호떡,Hotteok (Sweet pancake),hotteok
FOOD,3,만두,Dumpling,mandu
FOOD,3,군고구마,Roasted sweet potato,gungoguma
FOOD,3,식혜,Sikhye (Rice punch),sikye
FOOD,3,길거리 음식,Street food,gilgeori eumsik
FOOD,3,포장마차,Street food stall,pojangmacha
FOOD,3,간식,Snack,gansik
FOOD,3,분식,Flour based food (Snack food),bunsik
FOOD,3,찍먹 (찍어 먹기),Dipping sauce,jjingmeok
FOOD,3,부먹 (부어 먹기),Pouring sauce,bumeok
FOOD,4,삼겹살,Pork belly,samgyeopsal
FOOD,4,목살,Pork neck,moksal
FOOD,4,돼지갈비,Pork ribs,dwaejigalbi
FOOD,4,소고기,Beef,sogogi
FOOD,4,한우,Korean beef (Premium),hanu
FOOD,4,불고기,Bulgogi,bulgogi
FOOD,4,쌈,Vegetable wrap,ssam
FOOD,4,상추,Lettuce,sangchu
FOOD,4,깻잎,Perilla leaf,kkaennip
FOOD,4,마늘,Garlic,maneul
FOOD,4,고추,Chili pepper,gochu
FOOD,4,쌈장,Ssamjang (Wrap sauce),ssamjang
FOOD,4,기름장,Sesame oil sauce,gireumjang
FOOD,4,파채,Green onion salad,pachae
FOOD,4,구워 주세요,Please grill it,guwo juseyo
FOOD,4,가위,Scissors,gawi
FOOD,4,집게,Tongs,jipge
FOOD,4,무한리필,All you can eat,muhan ripil
FOOD,4,고기,Meat,gogi
FOOD,5,김치찌개,Kimchi stew,gimchijjigae
FOOD,5,된장찌개,Soybean paste stew,doenjangjjigae
FOOD,5,순두부찌개,Soft tofu stew,sundubujjigae
FOOD,5,부대찌개,Sausage stew,budaejjigae
FOOD,5,국밥,Rice soup,gukbap
FOOD,5,해장국,Hangover soup,haejangguk
FOOD,5,설렁탕,Ox bone soup,seolleongtang
FOOD,5,갈비탕,Short rib soup,galbitang
FOOD,5,삼계탕,Ginseng chicken soup,samgyetang
FOOD,5,뚝배기,Earthenware pot,ttukbaegi
FOOD,5,국물,Broth / Soup,gungmul
FOOD,5,건더기,Solid ingredients,geondeogi
FOOD,5,말아 먹다,Rice inside soup,mara meokda
FOOD,5,따로 국밥,Rice separate from soup,ttaro gukbap
FOOD,5,다대기 (양념장),Seasoning paste,dadaegi
FOOD,5,들깨가루,Perilla powder,deulkkaegaru
FOOD,5,후추,Pepper,huchu
FOOD,5,깍두기 국물,Radish kimchi juice,kkakdugi gungmul
FOOD,6,짜장면,Jajangmyeon (Black bean noodles),jjajangmyeon
FOOD,6,짬뽕,Jjamppong (Spicy seafood noodles),jjamppong
FOOD,6,탕수육,Tangsuyuk (Sweet and sour pork),tangsuyuk
FOOD,6,단무지,Pickled radish,danmuji
FOOD,6,냉면,Cold noodles,naengmyeon
FOOD,6,물냉면,Cold noodle soup,mulnaengmyeon
FOOD,6,비빔냉면,Spicy cold noodles,bibimnaengmyeon
FOOD,6,칼국수,Kalguksu (Knife-cut noodles),kalguksu
FOOD,6,우동,Udon,udong
FOOD,6,잡채,Japchae (Stir-fried glass noodles),japchae
FOOD,6,곱배기,Double portion,goppaegi
FOOD,6,면,Noodles,myeon
FOOD,6,가위로 잘라주세요,Please cut noodles,gawiro jallajuseyo
FOOD,6,식초,Vinegar,sikcho
FOOD,6,겨자,Mustard,gyeoja
FOOD,6,앞치마,Apron,apchima
FOOD,7,치킨,Fried chicken,chikin
FOOD,7,양념 치킨,Seasoned chicken,yangnyeom chikin
FOOD,7,반반 (반반 무 많이),Half and half,banban
FOOD,7,치맥,Chicken and Beer,chimaek
FOOD,7,무 (치킨무),Pickled radish,mu
FOOD,7,족발,Pork trotters,jokbal
FOOD,7,보쌈,Boiled pork wrap,bossam
FOOD,7,야식,Late-night snack,yasik
FOOD,7,피자,Pizza,pija
FOOD,7,소주,Soju,soju
FOOD,7,맥주,Beer,maekju
FOOD,7,생맥주,Draft beer,saengmaekju
FOOD,7,소맥,Soju bomb (Soju + Beer),somaek
FOOD,7,막걸리,Makgeolli (Rice wine),makgeolli
FOOD,7,안주,Snack for alcohol,anju
